Format: LABEL: Actual words in document  --  [Pattern used]  {Original file}  Number of occurrence

COMPANY: retail   <| logistics |>   solution   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY:    <| Air |>   conditioner   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: private   <| insurance |>   companies   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY: to   <| AIT |>   gateway   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: A   <| SCHOOL |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: residential   <| air |>   conditioning   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: Potomac   <| School |>   Science   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Air-tro   <| Inc |>   '   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: scottsdale   <| air |>   charter   --   [AIR WEST INCORPORATION]  {airwestinc.com}    Occurrence: 2
COMPANY: Management   <| Solutions |>      --   [ARTEMIS INTERNATIONAL SOLUTION]  {aisc.com}    Occurrence: 2
COMPANY: Day   <| School |>   Admission   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: traditional   <| insurance |>   marketplace   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY: at   <| AIT |>   represents   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: ,   <| Air-Wave |>   will   --   [AIR-WAVE AIR CONDITIONING]  {airwaveac.com}    Occurrence: 1
COMPANY:    <| AIT |>   becomes   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 3
COMPANY: ,   <| school |>   head   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
ADDRESS: 1000   <| St. |>   Stephen   --   [1524 35TH ST NW]  {aisgw.org}    Occurrence: 1
COMPANY: and   <| Air |>   Conditioning   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 20
COMPANY: leaves   <| AIT |>   to   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
ADDRESS: '   <| s |>   Jewelers   --   [1630 S MYRTLE AVENUE]  {airtro.com}    Occurrence: 1
COMPANY: of   <| tours |>   and   --   [AIR TOURS INCORPORATION]  {airtoursinc.com}    Occurrence: 1
COMPANY: :   <| AIT |>   Marketing   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
COMPANY:    <| air |>   conditioner   --   [AIR-WAVE AIR CONDITIONING]  {airwaveac.com}    Occurrence: 3
COMPANY: High   <| School |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: &   <| Heating |>   Services   --   [AIRWISE HEATING AND AIR COND]  {airwiseair.com}    Occurrence: 8
COMPANY: Langley   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Air-Tro   <| Inc |>   at   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: member   <| schools |>   provide   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: with   <| insurance |>   for   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
ADDRESS: #   <| 1 |>   source   --   [1 E WACKER DR # 3100]  {aisc.org}    Occurrence: 1
CONTACT:    <| A |>   Tailored   --   [Ronald A Hill]  {aisins.com}    Occurrence: 3
COMPANY: of   <| metal |>   fabrication   --   [AIRTONICS METAL PRODUCTS INCORPORATION]  {airtronics.com}    Occurrence: 1
COMPANY:    <| Aviation |>      --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 23
COMPANY: Industry   <| Freight |>      --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 2
COMPANY: broadcast   <| video |>   formats   --   [AJA VIDEO]  {aja.com}    Occurrence: 1
CONTACT: Tim   <| Bray |>      --   [Terry Bray]  {airventductcleaning.com}    Occurrence: 1
CITY: 140   <| San |>   Pedro   --   [SAN JOSE]  {airtronics.com}    Occurrence: 1
COMPANY: started   <| in |>   1999   --   [ARRIVE IN STYLE LIMOUSINES INCORPORATION]  {aislimos.com}    Occurrence: 2
CONTACT: John   <| Vulich |>   is   --   [Anne Vulich]  {aitindustries.com}    Occurrence: 1
COMPANY: partners   <| in |>   good   --   [ARRIVE IN STYLE LIMOUSINES INCORPORATION]  {aislimos.com}    Occurrence: 1
COMPANY:    <| AIT |>   established   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
COMPANY: of   <| AIT |>   Patternless   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
ADDRESS: '   <| s |>   HVAC   --   [1630 S MYRTLE AVENUE]  {airtro.com}    Occurrence: 1
COMPANY: Abbey   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: the   <| air |>   handler   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 3
COMPANY: kitchen   <| cleaning |>   and   --   [AIR-VENT DUCT CLEANING INCORPORATION]  {airventductcleaning.com}    Occurrence: 1
COMPANY: Cold   <| Air |>   ?   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 2
COMPANY: transportation   <| logistics |>      --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: Barrie   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 3
COMPANY: The   <| air |>   handler   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: while   <| in |>   our   --   [ARRIVE IN STYLE LIMOUSINES INCORPORATION]  {aislimos.com}    Occurrence: 1
COMPANY: Oakwood   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Other   <| Products |>      --   [AIRTONICS METAL PRODUCTS INCORPORATION]  {airtronics.com}    Occurrence: 1
COMPANY:    <| Airy |>   '   --   [AIRY 'S INCORPORATION]  {airys.com}    Occurrence: 10
COMPANY: to   <| air |>   conditioning   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: sheet   <| metal |>   part   --   [AIRTONICS METAL PRODUCTS INCORPORATION]  {airtronics.com}    Occurrence: 1
COMPANY: Gallagher   <| Aviation |>   Risk   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY: Agnes   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 2
COMPANY: best   <| transmission |>   shop   --   [A-IVIE 'S TRANSMISSION]  {aiviestransmission.com}    Occurrence: 1
ADDRESS: to   <| 1 |>   :   --   [1 SUBURBAN ROAD]  {airvolblock.com}    Occurrence: 5
COMPANY: +   <| schools |>   educate   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Preparatory   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 2
COMPANY: the   <| air |>   ,   --   [AIR TRANSPORT INTL LLC]  {airtransport.cc}    Occurrence: 1
COMPANY: and   <| air |>   circulators   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: Blade   <| System |>      --   [AUTOMATED INSPECTION SYSTEMS]  {ais4ndt.com}    Occurrence: 1
COMPANY:    <| Air |>   Purification   --   [AIR AND WATER TECHNOLOGY SALES]  {airwater.com}    Occurrence: 1
COMPANY: Lab   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 2
COMPANY: Hood   <| Cleaning |>      --   [AIR-VENT DUCT CLEANING INCORPORATION]  {airventductcleaning.com}    Occurrence: 9
COMPANY: an   <| AJA |>   product   --   [AJA VIDEO]  {aja.com}    Occurrence: 1
COMPANY:    <| AIT |>   offers   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 4
COMPANY: from   <| Airtek |>   .   --   [AIRTEK SERVICES INCORPORATION]  {airtekservices.com}    Occurrence: 1
ADDRESS: of   <| St. |>   John   --   [1524 35TH ST NW]  {aisgw.org}    Occurrence: 1
ADDRESS: ’   <| s |>   years   --   [1630 S MYRTLE AVENUE]  {airtro.com}    Occurrence: 1
ADDRESS: ’   <| s |>   left   --   [1630 S MYRTLE AVENUE]  {airtro.com}    Occurrence: 1
COMPANY: 76   <| schools |>   educating   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Madeira   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: offices   <| worldwide |>   .   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 7
COMPANY: ,   <| Air Temp |>   will   --   [AIR TEMP HEATING AND AIR COND]  {airtemphvac.com}    Occurrence: 1
COMPANY: and   <| logistics |>   solutions   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: with   <| AIT |>   ,   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: from   <| AIT |>   President   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: your   <| AJA |>   software   --   [AJA VIDEO]  {aja.com}    Occurrence: 1
CITY:    <| New |>   Systems   --   [NEW PORT RICHEY]  {airxpressonline.com}    Occurrence: 6
COMPANY: your   <| freight |>   through   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 1
COMPANY: Conditioned   <| Air |>   Corp   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: provides   <| Air Temp |>   with   --   [AIR TEMP HEATING AND AIR COND]  {airtemphvac.com}    Occurrence: 2
COMPANY: ,   <| artemis |>      --   [ARTEMIS INTERNATIONAL SOLUTION]  {aisc.com}    Occurrence: 1
COMPANY: With   <| Airways |>   ,   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 1
COMPANY: at   <| Airways |>   was   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 1
COMPANY: Air-Tro   <| Inc |>   '   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: ,   <| air |>   conditioner   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: About   <| AIT |>   International   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 2
COMPANY: Agnes   <| School |>   (   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Montessori   <| School |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: uploading   <| a |>   filled-in   --   [A AND J MFG CO]  {aj-racks.com}    Occurrence: 2
COMPANY: McLean   <| School |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: and   <| Air |>   in   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 2
COMPANY: at   <| Airwise |>   can   --   [AIRWISE HEATING AND AIR COND]  {airwiseair.com}    Occurrence: 1
COMPANY: Common   <| Air |>   Handler   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: ,   <| water |>   quality   --   [AIR AND WATER TECHNOLOGY SALES]  {airwater.com}    Occurrence: 2
ADDRESS: ’   <| s |>   Choice   --   [1630 S MYRTLE AVENUE]  {airtro.com}    Occurrence: 1
COMPANY: global   <| logistics |>   by   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: Burke   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Party   <| Logistics |>      --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 2
COMPANY: the   <| AIT |>   Edging   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
COMPANY: that   <| schools |>   will   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY:    <| AIT |>   believes   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: ,   <| AIT |>   utilizes   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: a   <| school |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 3
COMPANY: Abbey   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY:    <| Air |>   Conditioner   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 2
COMPANY:    <| Logistics |>   Management   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
CONTACT: Tom   <| Bray |>      --   [Terry Bray]  {airventductcleaning.com}    Occurrence: 1
COMPANY: Nursery   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Cheapest   <| Air |>   Tickets   --   [AIR TOURS INCORPORATION]  {airtoursinc.com}    Occurrence: 1
COMPANY:    <| AIT |>   has   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 8
COMPANY: Agnes   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: the   <| American |>   Association   --   [AMERICAN INSTITUTE-STEEL CNSTR]  {aisc.org}    Occurrence: 1
COMPANY: Services   <| solution |>   ,   --   [ADVANCED IMAGING SOLUTIONS]  {ais-now.com}    Occurrence: 1
COMPANY: assisting   <| school |>   heads   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Lab   <| School |>   of   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 2
COMPANY: ,   <| AIT |>   contact   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 2
COMPANY: Air-Tro   <| Inc |>   Commercial   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 2
COMPANY: return   <| air |>   and   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: member   <| schools |>   .   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 4
COMPANY: package   <| tours |>   to   --   [AIR TOURS INCORPORATION]  {airtoursinc.com}    Occurrence: 1
COMPANY: the   <| air |>   conditioning   --   [AIR XPRESS]  {airxpressonline.com}    Occurrence: 1
COMPANY: ,   <| Heating |>   ,   --   [AIROTRON HEATING AND AIR COND]  {airtrontech.com}    Occurrence: 1
COMPANY: other   <| metal |>   treatments   --   [AIRTONICS METAL PRODUCTS INCORPORATION]  {airtronics.com}    Occurrence: 5
COMPANY:    <| Airway |>   -   --   [AIRWAY PACKING AND SHIPPING]  {airwaypack.com}    Occurrence: 2
COMPANY: Field   <| School |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: indoor   <| air |>   equipment   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 2
COMPANY: ,   <| Airways |>   services   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 1
COMPANY: s   <| heating |>   and   --   [AIRWISE HEATING AND AIR COND]  {airwiseair.com}    Occurrence: 1
COMPANY: an   <| AIT |>   Customer   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: combine   <| insurance |>   ,   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY: Trap   <| Cleaning |>   &   --   [AIR-VENT DUCT CLEANING INCORPORATION]  {airventductcleaning.com}    Occurrence: 1
COMPANY: international   <| insurance |>   in   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY:    <| Airways |>   provides   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 1
COMPANY: Member   <| Schools |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 6
COMPANY: by   <| AIT |>   '   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY:    <| Art |>   Grant   --   [ART INSTITUTE OF SEATTLE]  {ais.edu}    Occurrence: 4
COMPANY:    <| Airways |>   Portal   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 2
COMPANY: Sheridan   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Coil   <| Cleaning |>   &   --   [AIR-VENT DUCT CLEANING INCORPORATION]  {airventductcleaning.com}    Occurrence: 8
COMPANY: AISGW   <| schools |>   in   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: German   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: independent   <| schools |>   in   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 5
COMPANY: FOAM   <| PACKING |>      --   [AIRWAY PACKING AND SHIPPING]  {airwaypack.com}    Occurrence: 1
COMPANY: Data   <| System |>      --   [AUTOMATED INSPECTION SYSTEMS]  {ais4ndt.com}    Occurrence: 1
COMPANY: Air-Tro   <| Inc. |>   |   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 6
COMPANY: about   <| AIT |>   and   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
ADDRESS: ’   <| s |>   broken   --   [1630 S MYRTLE AVENUE]  {airtro.com}    Occurrence: 1
COMPANY: Walker   <| School |>   for   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 2
COMPANY: with   <| Airways |>   ’   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 1
COMPANY: finished   <| products |>   as   --   [AIRTONICS METAL PRODUCTS INCORPORATION]  {airtronics.com}    Occurrence: 1
COMPANY: Episcopal   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY:    <| Air-Wave |>   is   --   [AIR-WAVE AIR CONDITIONING]  {airwaveac.com}    Occurrence: 1
COMPANY: Westminster   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: how   <| AIT |>   has   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: Flo   <| Trac |>      --   [AIR TRAC CORP]  {airtraccorp.com}    Occurrence: 2
ADDRESS: Sharon   <| S. |>   ,   --   [1630 S MYRTLE AVENUE]  {airtro.com}    Occurrence: 1
COMPANY: nursery   <| school |>   through   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: my   <| freight |>   or   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 1
COMPANY: 2016-2017   <| school |>   year   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 3
COMPANY: Our   <| schools |>   are   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY:    <| AIT |>   helps   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY: of   <| AIT |>   since   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
CONTACT: Carol   <| Ivie |>   .   --   [Jimmie Ivie]  {aiviestransmission.com}    Occurrence: 1
COMPANY: room   <| air |>   conditioners   --   [AIR-WAVE AIR CONDITIONING]  {airwaveac.com}    Occurrence: 2
COMPANY:    <| Insurance |>   coverage   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY: Air-Tro   <| Inc |>   .   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 3
COMPANY: Between   <| Air |>   Filtration   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 2
COMPANY:    <| AIT |>   Cares   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 3
COMPANY: restaurant   <| cleaning |>   ,   --   [AIR-VENT DUCT CLEANING INCORPORATION]  {airventductcleaning.com}    Occurrence: 1
COMPANY: join   <| AIT |>   in   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
COMPANY: Intermediate   <| School |>   academic   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
CONTACT: Matt   <| Vulich |>   is   --   [Anne Vulich]  {aitindustries.com}    Occurrence: 1
COMPANY: Member   <| schools |>   are   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Search   <| Schools |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: process   <| water |>   systems   --   [AIR AND WATER TECHNOLOGY SALES]  {airwater.com}    Occurrence: 1
COMPANY: commercial   <| air |>   conditioning   --   [AIR XPRESS]  {airxpressonline.com}    Occurrence: 1
COMPANY: Middle   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 3
COMPANY: Online   <| Air |>   Tickets   --   [AIR TOURS INCORPORATION]  {airtoursinc.com}    Occurrence: 2
COMPANY: clogged   <| air |>   filter   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: CorpAirways   <| Freight |>   Corporation   --   [AIRWAYS FREIGHT CORP]  {airwaysfreight.com}    Occurrence: 2
COMPANY: &   <| air |>   conditioning   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 4
ADDRESS: Sixth   <| Avenue |>      --   [2323 ELLIOTT AVENUE]  {ais.edu}    Occurrence: 4
COMPANY: of   <| school |>   operations   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: go   <| in |>   Orange   --   [ARRIVE IN STYLE LIMOUSINES INCORPORATION]  {aislimos.com}    Occurrence: 2
COMPANY: for   <| AIT |>   ’   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 1
COMPANY:    <| AIT |>   Marketing   --   [AIT INDUSTRIES]  {aitindustries.com}    Occurrence: 1
COMPANY: Cathedral   <| School |>      --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Waldorf   <| School |>   ,   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 3
COMPANY:    <| Air |>   Quality   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 20
COMPANY: All   <| Air-Vent |>   technicians   --   [AIR-VENT DUCT CLEANING INCORPORATION]  {airventductcleaning.com}    Occurrence: 1
COMPANY: Lower   <| School |>   Educators   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Vol   <| Block |>   to   --   [AIR-VOL BLOCK]  {airvolblock.com}    Occurrence: 1
COMPANY:    <| Airtek |>   also   --   [AIRTEK SERVICES INCORPORATION]  {airtekservices.com}    Occurrence: 6
COMPANY: Oakwood   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: and   <| Insurance |>   Management   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY: specialty   <| insurance |>   needs   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY: member   <| schools |>   and   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: new   <| air |>   conditioning   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: of   <| services |>   that   --   [AIRTEK SERVICES INCORPORATION]  {airtekservices.com}    Occurrence: 6
COMPANY: Oversize   <| Shipping |>   ,   --   [AMERICAN INDEPENDENT SHIPPING]  {aishipping.com}    Occurrence: 2
COMPANY: sheet   <| metal |>   painting   --   [AIRTONICS METAL PRODUCTS INCORPORATION]  {airtronics.com}    Occurrence: 5
COMPANY: Allan   <| Block |>      --   [AIR-VOL BLOCK]  {airvolblock.com}    Occurrence: 4
ADDRESS: Rhinelander   <| Ave |>   .   --   [2421 JEROME AVENUE]  {airwaveac.com}    Occurrence: 6
COMPANY: of   <| insurance |>   throughout   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 2
COMPANY: contact   <| AIT |>   :   --   [AIT WORLDWIDE LOGISTICS]  {aitworldwidelogistics.com}    Occurrence: 2
COMPANY: manufactured   <| products |>   based   --   [AIRTONICS METAL PRODUCTS INCORPORATION]  {airtronics.com}    Occurrence: 1
COMPANY: water   <| services |>   across   --   [AIRTEK SERVICES INCORPORATION]  {airtekservices.com}    Occurrence: 1
COMPANY: The   <| School |>   Head   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Global   <| Aviation |>   expertise   --   [AVIATION INSURANCE SVC-NV INCORPORATION]  {aisins.com}    Occurrence: 1
COMPANY: quality   <| air |>   conditioning   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
COMPANY: Bullis   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 1
COMPANY: Barrie   <| School |>   Open   --   [ASSOCIATION-INDEPENDENT SCHOOL]  {aisgw.org}    Occurrence: 3
COMPANY: At   <| Airtek |>   we   --   [AIRTEK SERVICES INCORPORATION]  {airtekservices.com}    Occurrence: 1
COMPANY: VoIP   <| Solutions |>   to   --   [ADVANCED IMAGING SOLUTIONS]  {ais-now.com}    Occurrence: 1
COMPANY: ,   <| Texas |>   78711   --   [AIR TEXAS MECHANICAL]  {airtexasmechanical.com}    Occurrence: 1
ADDRESS:    <| St. |>   Albans   --   [1524 35TH ST NW]  {aisgw.org}    Occurrence: 1
COMPANY: Air-Tro   <| Inc. |>   Wins   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 2
COMPANY: to   <| air |>   handler   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
CONTACT: John   <| Helbing |>   —   --   [Bob Helbing]  {airtro.com}    Occurrence: 2
ADDRESS:    <| 1801 |>   Southeast   --   [1801 SE PARKWAY ST # D]  {airwiseair.com}    Occurrence: 7
COMPANY: sheet   <| metal |>   San   --   [AIRTONICS METAL PRODUCTS INCORPORATION]  {airtronics.com}    Occurrence: 12
CITY: 408   <| San |>   Francisco   --   [SAN JOSE]  {airtronics.com}    Occurrence: 5
COMPANY: on   <| air |>   conditioning   --   [AIR TRO INCORPORATION]  {airtro.com}    Occurrence: 1
