Format: LABEL: Previous <| Matched words |> Next  --  [Pattern used]  {Original file}  Number of occurrence
COMPANY:  <| Farmers |> also -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian Brothers |> Foundation -- [ALEXIAN BROTHERS MEDICAL CTR]  {alexianfoundation.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 5

COMPANY: Alfred <| Angelo |> Blog -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Farmers |> inner -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: custom <| Alford |> Home -- [ALFORD HOMES LLP]  {alfordhomes.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: in <| Algorithm |> ’ -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Clinic |> History -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 11

CONTACT: Anthony <| L. Wood |> , -- [TONY L WOOD SR]  {algc.net} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Mazda |> CX-9 -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Living |> Options -- [ALEXIAN INN-ASSISTED LIVING]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alexian Brothers |> Medical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY: Call <| Alfa |>  -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Insurance <| Alfa |> Commercial -- [ALFA REALTY INC]  {alfarealty.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alice |> worked -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| ALFA |> ’ -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: John <| Alexander |> Jr -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: the <| Toyota |> Service -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: ’ <| s |> purchased -- [4575 S PALO VERDE RD]  {alfrescolandscaping.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Algorithm |> was -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

CONTACT: John <| Figliolia |> Member -- [ALEX FIGLIOLIA]  {alexfigliolia.com} REASON:ONLY_ONE_WORD  Occurrence: 5

COMPANY: , <| Algorithm |>  -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alextamping |> has -- [ALEXTAMPING RUBBER STAMP ART]  {alextamping.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Compressor <| Oil |> ( -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: , <| Algorithm |> is -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: ( <| ALEX |> ) -- [ALEX ROOFING INC]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

COMPANY: , <| Leadership |> Memphis -- [AMERICAN LEADERSHIP FORUM-NTNL]  {alfnational.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Woodlawn <| Drive |> Lincoln -- [515 REDWOOD DR]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Gilbert <| St. |> Iowa -- [909 FRONT ST]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> Financial -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Main <| Street |> , -- [215 PANAMA ST]  {alfnational.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian Brothers |> Medical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 24

COMPANY: Professional <| Roofing |> , -- [ALEX ROOFING INC]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: 000 <| Alicat |> mass -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Main <| St. |> Twin -- [909 FRONT ST]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Anderson <| St. |> for -- [1832 WRIGHT ST]  {alfalight.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: the <| Fellowship |> Hall -- [ABUNDANT LIFE FELLOWSHIP]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Algona Marine |> Service -- [ALGONA MARINE & SPORT INC]  {algonamarine.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: an <| Alicat |> for -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> Consumer -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: an <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Alfred <| Angelo |> customers -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alex <| Products , Inc. |> is -- [A LEX PRODUCTS INC]  {alexproducts.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

ADDRESS: the <| West |> Coast -- [240 W GROVE AVE]  {alexproducts.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: a <| Farmers |> Partner -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Anderson <| St |> . -- [1832 WRIGHT ST]  {alfalight.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: The <| Alexian Brothers |> Foundation -- [ALEXIAN BROTHERS MEDICAL CTR]  {alexianfoundation.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Alicat |> Mumbai -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| ALFA |> VS-12DH -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: 2016 <| Alfa |> Corporation -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 7

COMPANY:  <| Alfa |> ® -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: and <| Bridal |> Gowns -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Algonquin <| Elementary |> ( -- [FAIR HAVEN ELEMENTARY SCHOOL]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian Brothers |> Center -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 11

ADDRESS: ' <| s |> going -- [830 S FLAMINGO RD]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Help <| Alfa |> in -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Algorithm |> Brochures -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 16

COMPANY: , <| Audio , Video |> , -- [ALEX AUDIO & VIDEO SVC INC]  {alexav.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY:  <| ALFA |> GS-12 -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alfa |> Cares -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: into <| Algorithm |> . -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| ALFA |> VS-12KDS -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| TRANSFORMER |> CALCULATOR -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: about <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> Collection -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 9

CONTACT: , <| Greg |> will -- [GREG ALFORD]  {alfordhomes.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: Gold <| Street |>  -- [420 CARROLL ST]  {alexfigliolia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alfa |> has -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: Holiday <| Inn |> chain -- [ALEXIS INN & SUITES]  {alexisinn.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: like <| Alfred |> ’ -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Farmers |> sent -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: a <| Farmers |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: your <| Farmers |> Friendly -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Algorithm |> team -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: ALFRED <| ANGELO |> SINCE -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alfred Music Co |> . -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Tea |> Sandwiches -- [ALICE 'S TEA CUP]  {alicesteacup.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: at <| Algorithm |> Jonathan -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alger |> Precision -- [ALGER MANUFACTURING CO INC]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

COMPANY: with <| Alfa |> Insurance -- [ALFA REALTY INC]  {alfarealty.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: the <| Toyota |> Camry -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: Madison <| Avenue |> - -- [1000 CONNECTICUT AVE NW # 603]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: J <| Street |> , -- [215 PANAMA ST]  {alfnational.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Garage |> door -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: with <| Alfred |> Video -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: to <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Angelo |> , -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS:  <| 1605 Pacific Rim |> Court -- [1605 PACIFIC RIM CT # F]  {alfatek.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

ADDRESS: 3rd <| Avenue |> East -- [610 30TH AVE W]  {alexclinic.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Alger |> Heights -- [ALGER PARK CHRISTIAN REFORMED]  {algerparkcrc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: to <| Algorithm |> is -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: , <| Alice |> ' -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Walk-in <| Clinic |> , -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Genuine <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: from <| Alfa |> today -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: Independent <| Living |>  -- [ALEXIAN INN-ASSISTED LIVING]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| Turnbull |> Family -- [MATTHEW W TURNBULL]  {alexandriatutorials.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: : <| Farmers |> Financial -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: Available <| Homes |>  -- [ALFORD HOMES LLP]  {alfordhomes.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: could <| drive |> his -- [515 REDWOOD DR]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Sleep <| Health |> Center -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: The <| Algorithm |> team -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: helping <| Algorithm |> ’ -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: ' <| s |> mission -- [2108 E SOUTH BLVD]  {alfacompanies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Built-Up <| Roofing |> ( -- [ALEX ROOFING INC]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| John |> Buckingham -- [JOHN BUCKINHAM]  {alfrank.com} REASON:ONLY_ONE_WORD  Occurrence: 5

CITY:  <| City |> Manager -- [ALEXANDER CITY]  {alexcityoutlook.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: AMITA <| Health |> Elk -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: 2016 <| Alfa |> Corporation -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 7

ADDRESS: 1635 <| South 5070 West |>  -- [4884 S 300 W]  {alfwear.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: the <| Alexian Brothers |> Foundation -- [ALEXIAN BROTHERS MEDICAL CTR]  {alexianfoundation.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

ADDRESS: ’ <| s |> business -- [4575 S PALO VERDE RD]  {alfrescolandscaping.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Als <| Tire Mart |> has -- [AL 'S TIRE MART & ELECTRONICS]  {algator.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: the <| Alexis |> . -- [ALEXIS INN & SUITES]  {alexisinn.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: like <| Algorithm |> can -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: Bill <| S. |> – -- [724 S BON VIEW AVE]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Taft <| Rd |> . -- [8361 BROADBRIDGE RD]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: ' <| s |> ecosystem -- [830 S FLAMINGO RD]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Fire |> District -- [ALGONQUIN FIRE DEPT]  {alfpd.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Turbine <| Oil |>  -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alexia Admor |> is -- [ALEXIA ADMOR FRENCH DESIGNER]  {alexiaadmor.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY:  <| ALFA |> 335SQ -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: On <| Insurance |> | -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Seattle <| Hotel |>  -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: THE <| ALFRED |> ANGEL -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| Alicia Air |> for -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

CONTACT:  <| Walter |> held -- [WALTER F ALEXANDER]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: , <| Mazda |> , -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 4

ADDRESS: ' <| s |> Airspeed -- [4884 S 300 W]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Alexian Brothers |> Hospice -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

ADDRESS: Middle <| East |> and -- [1001 E MEADOW CIR]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: About <| Alexza |>  -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: County <| Air Conditioning |> / -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

ADDRESS: ' <| s |> are -- [5917 S THOMPSON AVE]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS:  <| Industrial |> / -- [1630 PEACHTREE INDUSTRIAL BLVD]  {algc.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| ELEMENTARY |> Breakfast -- [FAIR HAVEN ELEMENTARY SCHOOL]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Elementary |> BREAKFAST -- [FAIR HAVEN ELEMENTARY SCHOOL]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Algorithm |> ' -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 10

COMPANY: s <| Toyota |> . -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT:  <| STACEY |> FITTED -- [STACEY DENDET]  {aliceandolivia.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: to <| Algorithm |> , -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Hotel |> : -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 3

ADDRESS: ' <| s |> Guide -- [2108 E SOUTH BLVD]  {alfacompanies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: of <| Alexandria |>  -- [ALEXANDRIA TUTORIALS]  {alexandriatutorials.com} REASON:ONLY_ONE_WORD  Occurrence: 3

COMPANY: how <| Farmers |> can -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Harvest Hill |> , -- [HARVEST HILL RETIREMENT COMM]  {alicepeckday.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: BEHAVIORAL <| HEALTH |>  -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT: Mark <| Knabe |> , -- [TOM KNABE]  {algator.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: , <| Alexza |> is -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alfa |> wants -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: John <| Alexander |> was -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Engine <| Oil |> Additives -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Umbrella <| Insurance |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Christian |>  -- [ALGER PARK CHRISTIAN REFORMED]  {algerparkcrc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Bridal |> Style -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: Kimpton <| Alexis |> , -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT:  <| Ken |> crammed -- [KEN WORLEY]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: – <| Alger |> since -- [ALGER MANUFACTURING CO INC]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 15

COMPANY: Life <| Insurance |> Company -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: view <| Algorithm |> as -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: AlfaBox <| Corp |> | -- [ALFA BOX CORP]  {alfabox.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: New <| Garage |> Door -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

ADDRESS: ' <| s |> My -- [417 S WILLARD ST]  {alfredoswife.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alfa |> ™ -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Business <| Insurance |> and -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfa <| Transformer |> for -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> Claim -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ' <| s |> history -- [2108 E SOUTH BLVD]  {alfacompanies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Alhi <| Hotels |> & -- [ASSOCIATED LUXURY HOTELS INC]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Alex <| Clinic |> patient -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT: George <| Figliolia |> . -- [ALEX FIGLIOLIA]  {alexfigliolia.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT: what <| Karen |> is -- [KAREN CANTO]  {alextamping.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: allows <| Algorithm |> ' -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

