Format: LABEL: Actual words in document  --  [Pattern used]  {Original file}  Number of occurrence

COMPANY: ©   <| Arthur J. Gallagher & Co. |>   1999   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 9
COMPANY:    <| Alan Jeskey Builders , Inc. |>   will   --   [ALAN JESKEY BUILDERS INCORPORATION]  {ajbuilders.com}    Occurrence: 1
COMPANY:    <| Ajo Bikes |>      --   [AJO BIKES]  {ajobikes.com}    Occurrence: 2
COMPANY: ,   <| a j |>   program   --   [A AND J PROGRAMMING]  {ajprogram.com}    Occurrence: 3
COMPANY: ,   <| AJAY Equipment |>   ,   --   [AJAY EQUIPMENT CORP]  {ajaystoragelifts.com}    Occurrence: 2
COMPANY:    <| aJile Systems |>   is   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 1
COMPANY: by   <| Alan Jeskey |>   .   --   [ALAN JESKEY BUILDERS INCORPORATION]  {ajbuilders.com}    Occurrence: 1
CITY: Leadership   <| North Las Vegas |>   –   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 1
CITY: In   <| Las Vegas |>   about   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 1
COMPANY:    <| Arthur J. Gallagher & Co |>   .   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 21
ADDRESS: |   <| 3225 Anniston Rd |>   .   --   [3225 ANNISTON ROAD]  {ajjohns.com}    Occurrence: 4
COMPANY:    <| A. J. Longo |>   Insurance   --   [A J LONGO AND ASSOC]  {ajlongo.com}    Occurrence: 3
COMPANY:    <| Ajax Auto |>   |   --   [AJAX AUTO WRECKING INCORPORATION]  {ajaxauto.com}    Occurrence: 1
COMPANY:    <| A & J Programming |>      --   [A AND J PROGRAMMING]  {ajprogram.com}    Occurrence: 1
COMPANY:    <| aJile Systems |>   develops   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 3
CITY: ,   <| Cedar Rapids |>   ,   --   [CEDAR RAPIDS]  {ajile.com}    Occurrence: 3
COMPANY:    <| AJAY Equipment |>   Corporation   --   [AJAY EQUIPMENT CORP]  {ajaystoragelifts.com}    Occurrence: 6
COMPANY: ,   <| Ajax Construction Inc. |>   has   --   [AJAX CONSTRUCTION INCORPORATION]  {ajaxconstructioninc.com}    Occurrence: 1
COMPANY: AJ   <| Printing & Graphics |>   !   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 13
STATE: ,   <| CA |>   91710   --   [CA]  {ajaystoragelifts.com}    Occurrence: 1
COMPANY: 2001   <| Ajillus , Inc. |>   All   --   [AJILLUS INCORPORATION]  {ajillus.com}    Occurrence: 4
STATE: ,   <| AZ |>   ,   --   [AZ]  {ajobikes.com}    Occurrence: 1
COMPANY:    <| Benet , Inc. |>   Insurance   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 13
STATE: ,   <| AK |>   99801   --   [AK]  {ajeatt.org}    Occurrence: 1
ZIP: IA   <| 52402 |>      --   [52402 1255]  {ajile.com}    Occurrence: 3
COMPANY:    <| Arthur J. Gallagher & Co. |>   Business   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 9
ZIP:    <| 91740 |>      --   [91740 4673]  {ajcake.com}    Occurrence: 2
COMPANY: is   <| a full-service printing |>   and   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 30
ZIP: AK   <| 99518 |>      --   [99518 1686]  {ajeatt.org}    Occurrence: 1
ZIP: CA   <| 95401 |>      --   [95401 4779]  {ajprinting.com}    Occurrence: 16
COMPANY: |   <| American Jewish Congress |>      --   [AMERICAN JEWISH CONGRESS]  {ajcongress.org}    Occurrence: 4
CITY:    <| Mamaroneck |>      --   [MAMARONECK]  {ajbenet.com}    Occurrence: 1
STATE: ,   <| NY |>   10538   --   [NY]  {ajfusa.com}    Occurrence: 2
CITY:    <| Seattle |>   ,   --   [SEATTLE]  {ajillus.com}    Occurrence: 1
COMPANY:    <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 21
COMPANY: ,   <| Ajo Realty |>      --   [AJO REALTY]  {ajorealty.com}    Occurrence: 1
COMPANY: 2016   <| Ajel Technologies |>   Inc   --   [AJEL TECHNOLOGIES]  {ajel.com}    Occurrence: 10
COMPANY: AJ   <| Printing & Graphics |>   ,   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 82
COMPANY:    <| A & J Programming |>   is   --   [A AND J PROGRAMMING]  {ajprogram.com}    Occurrence: 5
CITY:    <| Edison |>   ,   --   [EDISON]  {ajel.com}    Occurrence: 6
COMPANY:    <| A & J |>   '   --   [A AND J REFRIGERATION]  {ajrefrigeration.net}    Occurrence: 1
CITY: including   <| Mobile |>   ,   --   [MOBILE]  {ajlaw.com}    Occurrence: 4
COMPANY:    <| Johns , Inc. |>   to   --   [A J JOHNS INCORPORATION]  {ajjohns.com}    Occurrence: 1
CITY: to   <| Fort Myers |>   ,   --   [FORT MYERS]  {ajaxpaving.com}    Occurrence: 1
COMPANY:    <| Ajax Construction Inc. |>   has   --   [AJAX CONSTRUCTION INCORPORATION]  {ajaxconstructioninc.com}    Occurrence: 1
ADDRESS:    <| 2254 East Route 66 |>      --   [2254 E ROUTE 66]  {ajcake.com}    Occurrence: 1
CONTACT:    <| Alan J. Benet |>   received   --   [Alan Benet]  {ajbenet.com}    Occurrence: 1
COMPANY: for   <| a variety of printing |>   needs   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 2
ZIP: ,   <| 85713 |>      --   [85713 5064]  {ajobikes.com}    Occurrence: 1
CITY: the   <| Santa Rosa |>   business   --   [SANTA ROSA]  {ajprinting.com}    Occurrence: 30
COMPANY: |   <| Anderson , Julian and Hull |>   LLP   --   [ANDERSON JULIAN AND HULL]  {ajhlaw.com}    Occurrence: 6
CONTACT: ,   <| Robert A |>   .   --   [Robert A Anderson]  {ajhlaw.com}    Occurrence: 1
CITY: (   <| Mamaroneck |>   )   --   [MAMARONECK]  {ajbenet.com}    Occurrence: 1
CITY: to   <| Santa Rosa |>      --   [SANTA ROSA]  {ajprinting.com}    Occurrence: 30
STATE: ,   <| AL |>   ;   --   [AL]  {ajlaw.com}    Occurrence: 4
COMPANY:    <| Benet Inc. |>   in   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 1
CONTACT:    <| Andrew Friedman |>   President   --   [Andrew Friedman]  {ajffinancial.com}    Occurrence: 1
COMPANY: 2007   <| Anderson , Julian and Hull |>   LLP   --   [ANDERSON JULIAN AND HULL]  {ajhlaw.com}    Occurrence: 3
CITY:    <| Larchmont |>   ,   --   [LARCHMONT]  {ajfusa.com}    Occurrence: 2
COMPANY:    <| Benet Inc |>   in   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 1
STATE: |   <| CA |>   Insurance   --   [CA]  {ajlongo.com}    Occurrence: 7
COMPANY: recommend   <| A & J Sales |>   to   --   [A AND J SALES]  {ajsalesent.com}    Occurrence: 2
COMPANY: ,   <| A & J Refrigeration |>   can   --   [A AND J REFRIGERATION]  {ajrefrigeration.net}    Occurrence: 1
CITY:    <| San Luis Obispo |>   ,   --   [SAN LUIS OBISPO]  {ajrefrigeration.net}    Occurrence: 1
COMPANY:    <| AJF Engineering |>   &   --   [AJF ENGINEERING]  {ajfengineering.com}    Occurrence: 13
CITY: ,   <| Glendora |>   ,   --   [GLENDORA]  {ajcake.com}    Occurrence: 1
COMPANY: At   <| A. J. Benet |>   ,   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 1
STATE: ,   <| AZ |>   ,   --   [AZ]  {ajorealty.com}    Occurrence: 1
CITY: of   <| Pasadena |>      --   [PASADENA]  {ajlongo.com}    Occurrence: 21
CITY: to   <| Mamaroneck |>   and   --   [MAMARONECK]  {ajbenet.com}    Occurrence: 3
CONTACT:    <| Richard Pesot |>      --   [Richard Pesot]  {ajlewiscorp.com}    Occurrence: 1
COMPANY:    <| Ajo Bikes |>   |   --   [AJO BIKES]  {ajobikes.com}    Occurrence: 2
COMPANY: ,   <| A & J Programming |>   is   --   [A AND J PROGRAMMING]  {ajprogram.com}    Occurrence: 1
COMPANY:    <| Ajax Auto |>   also   --   [AJAX AUTO WRECKING INCORPORATION]  {ajaxauto.com}    Occurrence: 1
CONTACT:    <| Mari C Zimmermann |>      --   [Mari Zimmermann]  {ajorealty.com}    Occurrence: 1
COMPANY:    <| aJile Systems |>   has   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 1
CITY: Olympics   <| Pasadena |>      --   [PASADENA]  {ajlongo.com}    Occurrence: 21
COMPANY:    <| AJAY Equipment |>   takes   --   [AJAY EQUIPMENT CORP]  {ajaystoragelifts.com}    Occurrence: 1
CITY: the   <| Las Vegas |>   Valley   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 2
COMPANY: AJ   <| Printing & Graphics |>   we   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 30
ADDRESS:    <| 900 Solana |>      --   [900 W SOLANA AVENUE]  {ajorealty.com}    Occurrence: 1
COMPANY: s   <| finance , office |>   ,   --   [AJILOS FINANCE AND OFFICE]  {ajilon.com}    Occurrence: 1
CONTACT:    <| Mike Horan |>      --   [Mike Horan]  {ajaxpaving.com}    Occurrence: 1
COMPANY:    <| AJM Shrink Wrap & Laminating |>   Supplies   --   [AJM SHRINK WRAP AND LAMINATING]  {ajminc.com}    Occurrence: 2
COMPANY: President   <| Finance , Office |>   ,   --   [AJILOS FINANCE AND OFFICE]  {ajilon.com}    Occurrence: 1
COMPANY:    <| AJR Intl |>   -   --   [AJR INTL INCORPORATION]  {ajrintl.com}    Occurrence: 8
COMPANY: Armbrecht   <| Jackson LLP |>      --   [AMBRECHT JACKSON LLP]  {ajlaw.com}    Occurrence: 3
COMPANY:    <| Jewish Association on Aging |>      --   [ASSN OF JEWISH AGING SVC]  {ajas.org}    Occurrence: 1
COMPANY:    <| Arthur J. Gallagher & Co. |>   -   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 2
COMPANY: Have   <| AJF Engineering |>   &   --   [AJF ENGINEERING]  {ajfengineering.com}    Occurrence: 1
CITY: to   <| Scottsdale |>   ,   --   [SCOTTSDALE]  {ajfengineering.com}    Occurrence: 1
COMPANY: at   <| Arthur J. Gallagher & Co. |>   :   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 4
STATE: ,   <| PA |>      --   [PA]  {ajlewiscorp.com}    Occurrence: 9
CITY: include   <| Mobile |>   ,   --   [MOBILE]  {ajlaw.com}    Occurrence: 4
COMPANY: The   <| American Jewish Congress |>   has   --   [AMERICAN JEWISH CONGRESS]  {ajcongress.org}    Occurrence: 1
CONTACT:    <| Richard Levin |>      --   [Richard Levin]  {ajlevin.com}    Occurrence: 1
CITY:    <| Scottsdale |>   ,   --   [SCOTTSDALE]  {ajfengineering.com}    Occurrence: 5
COMPANY: -   <| Ajanta Enterprises |>      --   [AJANTA ENTERPRISES INDIA]  {ajantaenterprises.com}    Occurrence: 2
ZIP: NY   <| 10543 |>      --   [10543 2254]  {ajbenet.com}    Occurrence: 11
ZIP:    <| 10543 |>   ‎   --   [10543 2254]  {ajbenet.com}    Occurrence: 1
CITY: ,   <| Las Vegas |>   ,   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 1
CITY: of   <| Las Vegas |>   2008   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 1
CITY: of   <| Las Vegas |>   projects   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 1
COMPANY: |   <| Ajel Technologies |>   Inc   --   [AJEL TECHNOLOGIES]  {ajel.com}    Occurrence: 8
ZIP: VA   <| 22003 |>      --   [22003 3216]  {ajengineers.com}    Occurrence: 6
CITY: St.   <| Dayton |>   OH   --   [DAYTON]  {ajmechanical.com}    Occurrence: 1
COMPANY: Joint   <| Electrical Apprenticeship |>   &   --   [ELECTRICAL APPRENTICESHIP SCHL]  {ajeatt.org}    Occurrence: 2
COMPANY: AJ   <| Printing & Graphics |>   and   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 32
COMPANY:    <| Benet Inc. |>   as   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 1
STATE: ,   <| ID |>   83709   --   [ID]  {ajlandmark.com}    Occurrence: 3
COMPANY: The   <| American Jewish Congress |>   makes   --   [AMERICAN JEWISH CONGRESS]  {ajcongress.org}    Occurrence: 1
COMPANY:    <| aJile Systems |>   ,   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 4
CITY: from   <| New York |>   University   --   [NEW YORK]  {ajffinancial.com}    Occurrence: 1
CITY: ,   <| Mamaroneck |>   and   --   [MAMARONECK]  {ajbenet.com}    Occurrence: 1
COMPANY: ~   <| A. J. Longo |>   Insurance   --   [A J LONGO AND ASSOC]  {ajlongo.com}    Occurrence: 12
COMPANY:    <| aJile Systems |>   offers   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 1
COMPANY:    <| Arthur J. Gallagher |>   offers   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 2
STATE: ,   <| NY |>   ,   --   [NY]  {ajbenet.com}    Occurrence: 4
COMPANY: joined   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 3
ZIP: CA   <| 94707 |>      --   [94707 2309]  {ajantarestaurant.com}    Occurrence: 1
COMPANY: AJ   <| Printing and Graphics |>   and   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 11
COMPANY: AJ   <| Johns , Inc. |>   |   --   [A J JOHNS INCORPORATION]  {ajjohns.com}    Occurrence: 4
CITY: in   <| New York |>   State   --   [NEW YORK]  {ajffinancial.com}    Occurrence: 1
COMPANY:    <| Ajax Construction , Inc. |>   --   --   [AJAX CONSTRUCTION INCORPORATION]  {ajaxconstructioninc.com}    Occurrence: 3
COMPANY: Contact   <| A. J. Longo |>   Insurance   --   [A J LONGO AND ASSOC]  {ajlongo.com}    Occurrence: 1
STATE: ,   <| AZ |>   85260   --   [AZ]  {ajfengineering.com}    Occurrence: 5
CONTACT:    <| Mike Horan |>   recently   --   [Mike Horan]  {ajaxpaving.com}    Occurrence: 1
CITY:    <| Pasadena |>   ,   --   [PASADENA]  {ajlongo.com}    Occurrence: 1
STATE: ,   <| NY |>   with   --   [NY]  {ajbenet.com}    Occurrence: 2
CONTACT:    <| Andrew Friedman |>      --   [Andrew Friedman]  {ajffinancial.com}    Occurrence: 1
ZIP: NY   <| 10538 |>      --   [10538 1950]  {ajfusa.com}    Occurrence: 2
CITY: ,   <| Jacksonville |>   ,   --   [JACKSONVILLE]  {ajjohns.com}    Occurrence: 1
ZIP: OH   <| 45414 |>      --   [45414 3438]  {ajmechanical.com}    Occurrence: 4
STATE: ,   <| AZ |>   85244   --   [AZ]  {ajsfinefoods.com}    Occurrence: 2
COMPANY:    <| Ajo Realty |>      --   [AJO REALTY]  {ajorealty.com}    Occurrence: 1
STATE: in   <| PA |>   ,   --   [PA]  {ajlewiscorp.com}    Occurrence: 1
STATE: ,   <| FL |>   |   --   [FL]  {ajjohns.com}    Occurrence: 4
CITY:    <| Annandale |>   ,   --   [ANNANDALE]  {ajengineers.com}    Occurrence: 6
STATE: ,   <| CA |>   94544   --   [CA]  {ajminc.com}    Occurrence: 3
COMPANY:    <| Anderson-Johnson Associates Inc. |>   is   --   [ANDERSON-JOHNSON ASSOC INCORPORATION]  {ajainc.net}    Occurrence: 1
COMPANY: at   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 4
COMPANY:    <| Ajel Technologies |>   Inc   --   [AJEL TECHNOLOGIES]  {ajel.com}    Occurrence: 18
COMPANY:    <| J. Patrick Gallagher |>   ,   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 1
STATE: ,   <| CA |>      --   [CA]  {ajrefrigeration.net}    Occurrence: 1
CITY: ,   <| seattle |>   ,   --   [SEATTLE]  {ajillus.com}    Occurrence: 4
COMPANY: Let   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 2
CITY: ,   <| Boise |>   Trampolines   --   [BOISE]  {ajlandmark.com}    Occurrence: 1
STATE: ,   <| DC |>   20008   --   [DC]  {ajas.org}    Occurrence: 1
COMPANY:    <| Ajanta Restaurant |>      --   [AJANTA RESTAURANT]  {ajantarestaurant.com}    Occurrence: 4
CONTACT:    <| Nick Mykris |>   (   --   [Nick Mykris]  {ajile.com}    Occurrence: 1
CITY:    <| San Jose |>   ,   --   [SAN JOSE]  {ajprogram.com}    Occurrence: 1
ADDRESS:    <| 5800 B |>   .   --   [5800 B ST]  {ajeatt.org}    Occurrence: 1
CITY: Road   <| Chandler |>   ,   --   [CHANDLER]  {ajsfinefoods.com}    Occurrence: 2
COMPANY: at   <| A. J. Benet |>   Insurance   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 1
STATE: :   <| PA |>   |   --   [PA]  {ajlewiscorp.com}    Occurrence: 2
STATE: ,   <| IA |>   52402   --   [IA]  {ajile.com}    Occurrence: 3
COMPANY:    <| A & J Refrigeration |>      --   [A AND J REFRIGERATION]  {ajrefrigeration.net}    Occurrence: 1
CITY: the   <| Las Vegas |>   community   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 1
COMPANY:    <| Ajillus , Inc |>   .   --   [AJILLUS INCORPORATION]  {ajillus.com}    Occurrence: 1
COMPANY: With   <| Arthur J. Gallagher & Co. |>   ,   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 1
COMPANY:    <| A & J Refrigeration |>   sells   --   [A AND J REFRIGERATION]  {ajrefrigeration.net}    Occurrence: 1
